track_id,frame,timestamp,plate_text,plate_confidence,ocr_confidence
1,44,1.8333333333333333,AWOLD,0.7959421873092651,0.034049166567716706
1,45,1.875,4mdID,0.8124637603759766,0.012278761046951766
1,46,1.9166666666666667,4uoTd,0.8042135238647461,0.012056894749859798
1,47,1.9583333333333333,LuOT,0.7925084829330444,0.028564192354679108
1,48,2.0,LIOXC,0.798616349697113,0.13189190231537504
1,49,2.0416666666666665,WOO,0.7963465452194214,0.3850920672956229
1,50,2.0833333333333335,Oa,0.7888427376747131,0.06441944296007282
1,51,2.125,QOTT,0.7874606251716614,0.10705640694546308
1,52,2.1666666666666665,IuOX,0.7899193167686462,0.1308918446302414
1,53,2.2083333333333335,W0r5,0.7971559762954712,0.25478893518447876
1,54,2.25,JUOLA,0.8026419281959534,0.026662015728891996
1,55,2.2916666666666665,WLOTO,0.7945791482925415,0.22961721823048395
1,56,2.3333333333333335,ALOO,0.78689044713974,0.04873810335993767
1,57,2.375,40,0.7841799259185791,0.07384032576235292
1,58,2.4166666666666665,JWIOLA,0.799319863319397,0.04031064221269611
1,59,2.4583333333333335,UabOOx(,0.8001212477684021,0.004594200816762919
1,60,2.5,WId 02 H,0.7919210195541382,0.05723188553527177
1,61,2.5416666666666665,HOYD,0.7981986403465271,0.06694121658802032
1,62,2.5833333333333335,LIQOXO,0.7870438694953918,0.03171394632051303
1,63,2.625,MWQOY3,0.7892807722091675,0.06086451962930887
1,64,2.6666666666666665,IOQ,0.7923659682273865,0.06323447699440399
1,65,2.7083333333333335,QOX,0.7986791133880615,0.1591817463526666
1,66,2.75,QLOX,0.7785801887512207,0.3184276521205902
1,67,2.7916666666666665,Minnten,0.63212651014328,0.00551876274878221
5,71,2.9583333333333335,,0.3145497739315033,0.0
5,72,3.0,,0.1865922510623932,0.0
5,74,3.0833333333333335,,0.2377530336380005,0.0
5,75,3.125,,0.31524857878685,0.0
5,76,3.1666666666666665,,0.6145668029785156,0.0
5,77,3.2083333333333335,,0.5448627471923828,0.0
5,78,3.25,,0.36215469241142273,0.0
5,82,3.4166666666666665,,0.3845997154712677,0.0
6,82,3.4166666666666665,,0.16652610898017883,0.0
5,83,3.4583333333333335,,0.21883104741573334,0.0
6,83,3.4583333333333335,,0.1711791455745697,0.0
5,84,3.5,,0.5396503210067749,0.0
5,85,3.5416666666666665,,0.2218080461025238,0.0
5,86,3.5833333333333335,,0.31018075346946716,0.0
6,86,3.5833333333333335,,0.29352182149887085,0.0
6,86,3.5833333333333335,,0.21734748780727386,0.0
6,87,3.625,,0.41075098514556885,0.0
6,87,3.625,,0.20651280879974365,0.0
5,88,3.6666666666666665,,0.3353525400161743,0.0
6,88,3.6666666666666665,,0.36231717467308044,0.0
5,89,3.7083333333333335,,0.3062589168548584,0.0
6,89,3.7083333333333335,,0.21397501230239868,0.0
5,90,3.75,,0.5395466685295105,0.0
5,91,3.7916666666666665,,0.5439160466194153,0.0
6,91,3.7916666666666665,,0.21463708579540253,0.0
5,92,3.8333333333333335,,0.24630868434906006,0.0
6,92,3.8333333333333335,,0.31843847036361694,0.0
6,93,3.875,,0.383785605430603,0.0
6,93,3.875,,0.3291638493537903,0.0
5,94,3.9166666666666665,,0.5800987482070923,0.0
6,94,3.9166666666666665,,0.21977512538433075,0.0
5,95,3.9583333333333335,,0.6924685835838318,0.0
5,96,4.0,,0.5845259428024292,0.0
6,96,4.0,,0.19644182920455933,0.0
5,97,4.041666666666667,,0.6839262247085571,0.0
6,97,4.041666666666667,,0.19962169229984283,0.0
5,98,4.083333333333333,,0.6312196254730225,0.0
6,98,4.083333333333333,,0.26310375332832336,0.0
5,99,4.125,,0.6739952564239502,0.0
6,99,4.125,,0.4332791864871979,0.0
5,100,4.166666666666667,,0.6006235480308533,0.0
6,100,4.166666666666667,,0.5907803773880005,0.0
6,100,4.166666666666667,,0.15420371294021606,0.0
5,101,4.208333333333333,,0.669590175151825,0.0
6,101,4.208333333333333,,0.20504409074783325,0.0
5,102,4.25,,0.6697806119918823,0.0
6,102,4.25,,0.23291857540607452,0.0
5,103,4.291666666666667,,0.586207389831543,0.0
5,104,4.333333333333333,,0.5495254993438721,0.0
6,104,4.333333333333333,,0.27105623483657837,0.0
5,105,4.375,,0.65120530128479,0.0
5,106,4.416666666666667,,0.6436775326728821,0.0
5,107,4.458333333333333,,0.6544893980026245,0.0
6,107,4.458333333333333,,0.5308433771133423,0.0
5,108,4.5,,0.694297194480896,0.0
6,108,4.5,,0.5577648282051086,0.0
6,108,4.5,,0.1752711534500122,0.0
5,109,4.541666666666667,,0.7091978788375854,0.0
6,109,4.541666666666667,,0.5940371155738831,0.0
5,110,4.583333333333333,,0.6755490899085999,0.0
6,110,4.583333333333333,,0.7076823711395264,0.0
5,111,4.625,,0.6506825089454651,0.0
6,111,4.625,,0.6936168670654297,0.0
6,111,4.625,,0.21066614985466003,0.0
2,112,4.666666666666667,,0.45059219002723694,0.0
5,112,4.666666666666667,,0.6915385127067566,0.0
6,112,4.666666666666667,,0.7599782347679138,0.0
6,112,4.666666666666667,,0.21657685935497284,0.0
2,113,4.708333333333333,,0.30594491958618164,0.0
5,113,4.708333333333333,,0.6839609146118164,0.0
6,113,4.708333333333333,,0.7321123480796814,0.0
2,114,4.75,,0.6841426491737366,0.0
5,114,4.75,,0.7387351393699646,0.0
6,114,4.75,3e,0.687028706073761,0.00399594100039159
2,115,4.791666666666667,,0.6581453680992126,0.0
5,115,4.791666666666667,,0.7398863434791565,0.0
6,115,4.791666666666667,ne,0.6602020263671875,0.029442893585445416
2,116,4.833333333333333,,0.6695705652236938,0.0
5,116,4.833333333333333,,0.71045982837677,0.0
6,116,4.833333333333333,D,0.7453052997589111,0.25200235838775953
2,117,4.875,,0.3314225971698761,0.0
5,117,4.875,,0.7259789109230042,0.0
6,117,4.875,,0.15385043621063232,0.0
2,118,4.916666666666667,,0.32836735248565674,0.0
5,118,4.916666666666667,,0.7067070007324219,0.0
2,119,4.958333333333333,,0.2301761507987976,0.0
5,119,4.958333333333333,,0.6602888703346252,0.0
5,120,5.0,,0.6667878031730652,0.0
2,121,5.041666666666667,,0.2576896548271179,0.0
5,121,5.041666666666667,,0.7144027948379517,0.0
2,122,5.083333333333333,,0.17349077761173248,0.0
5,122,5.083333333333333,,0.7358003258705139,0.0
5,123,5.125,,0.7521693706512451,0.0
10,123,5.125,,0.15806986391544342,0.0
2,124,5.166666666666667,,0.3919990062713623,0.0
5,124,5.166666666666667,,0.7343887090682983,0.0
10,124,5.166666666666667,,0.16475065052509308,0.0
2,125,5.208333333333333,,0.15186825394630432,0.0
5,125,5.208333333333333,,0.664239227771759,0.0
10,125,5.208333333333333,,0.27073565125465393,0.0
2,126,5.25,,0.6330753564834595,0.0
5,126,5.25,,0.6998462080955505,0.0
2,127,5.291666666666667,,0.655098557472229,0.0
5,127,5.291666666666667,,0.725087583065033,0.0
2,128,5.333333333333333,,0.6697186827659607,0.0
5,128,5.333333333333333,,0.7088686227798462,0.0
10,128,5.333333333333333,,0.23092232644557953,0.0
2,129,5.375,,0.29944419860839844,0.0
5,129,5.375,,0.6027979850769043,0.0
2,130,5.416666666666667,,0.6704755425453186,0.0
5,130,5.416666666666667,,0.7360774278640747,0.0
10,130,5.416666666666667,,0.3440644145011902,0.0
2,131,5.458333333333333,,0.6603561043739319,0.0
5,131,5.458333333333333,M,0.7287989258766174,0.014790628676300044
2,132,5.5,,0.2739376723766327,0.0
5,132,5.5,d,0.7587096691131592,0.748178408775857
2,133,5.541666666666667,,0.4336512088775635,0.0
5,133,5.541666666666667,,0.7392353415489197,0.0
2,134,5.583333333333333,,0.6589362621307373,0.0
5,134,5.583333333333333,,0.725897490978241,0.0
2,135,5.625,,0.5789749622344971,0.0
5,135,5.625,,0.7371620535850525,0.0
2,136,5.666666666666667,,0.6193345785140991,0.0
5,136,5.666666666666667,,0.7368450164794922,0.0
10,136,5.666666666666667,,0.20152756571769714,0.0
2,137,5.708333333333333,,0.6455748081207275,0.0
5,137,5.708333333333333,,0.715717077255249,0.0
2,138,5.75,,0.5694477558135986,0.0
5,138,5.75,,0.7316831350326538,0.0
10,138,5.75,,0.2616998255252838,0.0
2,139,5.791666666666667,,0.5649086236953735,0.0
5,139,5.791666666666667,,0.7282136082649231,0.0
10,139,5.791666666666667,,0.1575629860162735,0.0
2,140,5.833333333333333,,0.6971856951713562,0.0
5,140,5.833333333333333,,0.7435777187347412,0.0
